features,label
0.0 0.0 0.022578462958335876 -0.0967743992805481 0.002643600106239319 -0.19455593824386597 -0.028430774807929993 -0.2635856866836548 -0.039515554904937744 -0.31603533029556274 -0.09690717607736588 -0.17772656679153442 -0.0868145227432251 -0.28387171030044556 -0.06572624295949936 -0.3218623995780945 -0.049250878393650055 -0.3421565890312195 -0.13032804429531097 -0.1519438624382019 -0.1303815096616745 -0.2765234112739563 -0.1002185195684433 -0.3149600625038147 -0.07275812327861786 -0.3261938691139221 -0.14116207510232925 -0.13046443462371826 -0.14617808908224106 -0.2385876178741455 -0.11983028799295425 -0.2745288610458374 -0.09679794311523438 -0.285667359828949 -0.13883009552955627 -0.11248451471328735 -0.14092807471752167 -0.19527453184127808 -0.1228758692741394 -0.22738611698150635 -0.10491088032722473 -0.24131077527999878,EAT
0.0 0.0 0.021105438470840454 -0.10336488485336304 -0.003983944654464722 -0.2028714418411255 -0.03977803885936737 -0.26511210203170776 -0.054858967661857605 -0.31314194202423096 -0.10442927107214928 -0.1742466688156128 -0.10332365706562996 -0.28882312774658203 -0.08168483525514603 -0.33592844009399414 -0.0612008273601532 -0.36046040058135986 -0.13666345924139023 -0.14919614791870117 -0.13912728428840637 -0.2755720019340515 -0.10849875211715698 -0.3205547332763672 -0.07830977439880371 -0.3361300230026245 -0.14839038997888565 -0.13052034378051758 -0.15732312202453613 -0.2397814393043518 -0.13156116008758545 -0.2786068916320801 -0.10696781054139137 -0.2931060194969177 -0.1473708227276802 -0.1159205436706543 -0.1527227759361267 -0.20120388269424438 -0.13500820100307465 -0.23642504215240479 -0.1155705377459526 -0.2511010766029358,EAT
0.0 0.0 0.020229429006576538 -0.10143697261810303 -0.009192056953907013 -0.20039570331573486 -0.05219756066799164 -0.2591560482978821 -0.06944184005260468 -0.31133902072906494 -0.10256307758390903 -0.1613713502883911 -0.11270233243703842 -0.2633456587791443 -0.09817822277545929 -0.3180159330368042 -0.07875751331448555 -0.35528987646102905 -0.12818824872374535 -0.12375962734222412 -0.14321287721395493 -0.22602403163909912 -0.12803087756037712 -0.27620768547058105 -0.10770033299922943 -0.30945801734924316 -0.13525399565696716 -0.09840291738510132 -0.15797186642885208 -0.1863614320755005 -0.14696680754423141 -0.22975587844848633 -0.13213175162672997 -0.2607285976409912 -0.1313750147819519 -0.08081507682800293 -0.1541048213839531 -0.15324819087982178 -0.1493217572569847 -0.192299485206604 -0.1391577571630478 -0.22013312578201294,EAT
0.0 0.0 0.024296686053276062 -0.09685856103897095 -0.0019212514162063599 -0.19661301374435425 -0.041955530643463135 -0.25776076316833496 -0.06004307419061661 -0.3063059449195862 -0.10054423660039902 -0.16210466623306274 -0.10238315910100937 -0.26757121086120605 -0.08691874518990517 -0.3187338709831238 -0.06946512311697006 -0.35235559940338135 -0.1302185133099556 -0.13643646240234375 -0.1320723444223404 -0.26037025451660156 -0.1073298454284668 -0.3078864812850952 -0.08190266042947769 -0.3335740566253662 -0.14016501605510712 -0.12140798568725586 -0.14153780043125153 -0.23536354303359985 -0.11829546466469765 -0.2767167091369629 -0.0959777683019638 -0.30012255907058716 -0.1386241391301155 -0.11239230632781982 -0.13727767020463943 -0.20590519905090332 -0.12102852389216423 -0.24878078699111938 -0.10489440150558949 -0.27591705322265625,EAT
0.0 0.0 0.026382505893707275 -0.09944695234298706 0.0016453415155410767 -0.19732367992401123 -0.036072418093681335 -0.2610463500022888 -0.0486668199300766 -0.3109729290008545 -0.09118348360061646 -0.17222684621810913 -0.08577193319797516 -0.28211158514022827 -0.06683306396007538 -0.3213815689086914 -0.052317529916763306 -0.34181803464889526 -0.12723535299301147 -0.14621210098266602 -0.13344969227910042 -0.2753533124923706 -0.10174660384654999 -0.31498175859451294 -0.07273422181606293 -0.32617688179016113 -0.14190685376524925 -0.12688535451889038 -0.15084794908761978 -0.23869633674621582 -0.12190329283475876 -0.27174216508865356 -0.09731576591730118 -0.2794175148010254 -0.14324577152729034 -0.1133919358253479 -0.14811861142516136 -0.20133543014526367 -0.12790032848715782 -0.23211324214935303 -0.10872331261634827 -0.2431708574295044,EAT
0.0 0.0 0.02352505922317505 -0.09649854898452759 0.005909070372581482 -0.19417715072631836 -0.024384379386901855 -0.26006263494491577 -0.03400924801826477 -0.3074590563774109 -0.08853819221258163 -0.18577837944030762 -0.07652078568935394 -0.2895721197128296 -0.05473223328590393 -0.32548052072525024 -0.03776201605796814 -0.34322741627693176 -0.12134915590286255 -0.16056549549102783 -0.12229478359222412 -0.28571099042892456 -0.0908237174153328 -0.32001441717147827 -0.06281548738479614 -0.3261471390724182 -0.1333751194179058 -0.13793480396270752 -0.13805115222930908 -0.24554628133773804 -0.11092721670866013 -0.2766530513763428 -0.08788201212882996 -0.28237056732177734 -0.13253963738679886 -0.11840605735778809 -0.1355186589062214 -0.2019742727279663 -0.1177070140838623 -0.23243486881256104 -0.10099209100008011 -0.24256139993667603,EAT
0.0 0.0 0.022249117493629456 -0.09959930181503296 0.009679734706878662 -0.20067065954208374 -0.021682798862457275 -0.2624253034591675 -0.03206489980220795 -0.31103914976119995 -0.07907618582248688 -0.20024704933166504 -0.06888401508331299 -0.29549700021743774 -0.04831601679325104 -0.3239976763725281 -0.0325249582529068 -0.3376257121562958 -0.1122683510184288 -0.1734102964401245 -0.11206876486539841 -0.2897574305534363 -0.08310942351818085 -0.3207399845123291 -0.05656224489212036 -0.32831376791000366 -0.12335098534822464 -0.14802628755569458 -0.12817353010177612 -0.2491123080253601 -0.10260280966758728 -0.2810554504394531 -0.07924722135066986 -0.2906888723373413 -0.12082317471504211 -0.12623447179794312 -0.12409032881259918 -0.20626765489578247 -0.10611531883478165 -0.23768049478530884 -0.08808557689189911 -0.2514808773994446,EAT
0.0 0.0 0.024404019117355347 -0.09902775287628174 0.01484447717666626 -0.1976674199104309 -0.012160375714302063 -0.2607075572013855 -0.01826620101928711 -0.31321996450424194 -0.07627968490123749 -0.19532746076583862 -0.06187281012535095 -0.29325318336486816 -0.03975428640842438 -0.3213258981704712 -0.022355124354362488 -0.3323163390159607 -0.1100006252527237 -0.16990089416503906 -0.10826031863689423 -0.28832483291625977 -0.07705879211425781 -0.31688231229782104 -0.04954938590526581 -0.32005947828292847 -0.12144087255001068 -0.1454983949661255 -0.12441782653331757 -0.2470608949661255 -0.09795540571212769 -0.27723461389541626 -0.07547996938228607 -0.2843360900878906 -0.1193910464644432 -0.1240052580833435 -0.1227700263261795 -0.20182514190673828 -0.10505200177431107 -0.23144763708114624 -0.08862920105457306 -0.24338895082473755,EAT
0.0 0.0 0.025175094604492188 -0.09588825702667236 0.018030822277069092 -0.19286024570465088 -0.002358675003051758 -0.25530004501342773 -0.005182832479476929 -0.2996426820755005 -0.07258479297161102 -0.19882279634475708 -0.0549168735742569 -0.2900635600090027 -0.03357163071632385 -0.31624674797058105 -0.016629591584205627 -0.32635819911956787 -0.10502369701862335 -0.1728457808494568 -0.10140223801136017 -0.28644537925720215 -0.07267363369464874 -0.3163954019546509 -0.046754032373428345 -0.32141461968421936 -0.11666977405548096 -0.14741063117980957 -0.11863517761230469 -0.2442646026611328 -0.09352937340736389 -0.275301992893219 -0.07189154624938965 -0.28436732292175293 -0.11563502252101898 -0.12543773651123047 -0.11763734370470047 -0.19866931438446045 -0.10008326172828674 -0.2285122275352478 -0.08299057185649872 -0.24034219980239868,EAT
0.0 0.0 0.0327000617980957 -0.09468108415603638 0.027572214603424072 -0.19522172212600708 0.0047987401485443115 -0.25979697704315186 -0.001262277364730835 -0.2984827756881714 -0.06373029947280884 -0.21256858110427856 -0.041572198271751404 -0.30057957768440247 -0.01623876392841339 -0.32022565603256226 0.0005494356155395508 -0.3236813545227051 -0.09675082564353943 -0.18688416481018066 -0.08799967169761658 -0.29510414600372314 -0.056373417377471924 -0.31507641077041626 -0.033157527446746826 -0.31091758608818054 -0.10807257890701294 -0.1607149839401245 -0.10473237931728363 -0.2545558214187622 -0.07742181420326233 -0.2801128625869751 -0.05642315745353699 -0.282431960105896 -0.10549020767211914 -0.13808465003967285 -0.10423645377159119 -0.21236014366149902 -0.08448521792888641 -0.2383010983467102 -0.06760741770267487 -0.24501514434814453,EAT
0.0 0.0 0.032964080572128296 -0.08571428060531616 0.0312175452709198 -0.18849462270736694 0.005745232105255127 -0.2537279725074768 -0.004013776779174805 -0.29296934604644775 -0.05623491108417511 -0.2069498896598816 -0.037914976477622986 -0.29018205404281616 -0.013650700449943542 -0.3145325779914856 0.0047419071197509766 -0.3231295347213745 -0.08975434303283691 -0.1846640706062317 -0.07976722717285156 -0.286409854888916 -0.049389734864234924 -0.3076000213623047 -0.025761887431144714 -0.306731641292572 -0.10204863548278809 -0.15949755907058716 -0.09833979606628418 -0.2492525577545166 -0.0729127824306488 -0.27388274669647217 -0.05261337757110596 -0.2777630686759949 -0.10118113458156586 -0.13445347547531128 -0.09621426463127136 -0.20761370658874512 -0.07601386308670044 -0.2313101887702942 -0.05931553244590759 -0.23761582374572754,EAT
0.0 0.0 0.03025287389755249 -0.09327518939971924 0.018752098083496094 -0.17598873376846313 -0.014263361692428589 -0.22077423334121704 -0.04557222127914429 -0.22903019189834595 -0.012161403894424438 -0.20351827144622803 -0.03784480690956116 -0.2949763834476471 -0.041510552167892456 -0.30980122089385986 -0.041430890560150146 -0.306580126285553 -0.05705904960632324 -0.18639296293258667 -0.07547053694725037 -0.2883116602897644 -0.07238903641700745 -0.30832093954086304 -0.06912145018577576 -0.31040075421333313 -0.09038683772087097 -0.1610112190246582 -0.10455799102783203 -0.2549193501472473 -0.09511449933052063 -0.27994680404663086 -0.08819594979286194 -0.2873367667198181 -0.11051654815673828 -0.13388770818710327 -0.11808887124061584 -0.2138199806213379 -0.10823947191238403 -0.2428833246231079 -0.10034516453742981 -0.256386935710907,EAT
0.0 0.0 0.031045764684677124 -0.09277170896530151 0.020721226930618286 -0.17839598655700684 -0.01655411720275879 -0.22064632177352905 -0.049376487731933594 -0.22193843126296997 -0.00907471776008606 -0.20366495847702026 -0.033822983503341675 -0.290205717086792 -0.03997105360031128 -0.308974027633667 -0.04274508357048035 -0.31173598766326904 -0.05342063307762146 -0.18796712160110474 -0.07222980260848999 -0.28579646348953247 -0.07183218002319336 -0.3129425346851349 -0.07003101706504822 -0.3212065100669861 -0.08738470077514648 -0.16337162256240845 -0.103333979845047 -0.25598055124282837 -0.09716421365737915 -0.2880716919898987 -0.09119093418121338 -0.3021582067012787 -0.10929945111274719 -0.13705730438232422 -0.117563396692276 -0.21357965469360352 -0.11108440160751343 -0.24648940563201904 -0.10536825656890869 -0.265720009803772,EAT
0.0 0.0 0.02905416488647461 -0.09649437665939331 0.020692825317382812 -0.18168067932128906 -0.016846954822540283 -0.22661662101745605 -0.05090838670730591 -0.23073267936706543 -0.010617256164550781 -0.2023535966873169 -0.03590908646583557 -0.29589420557022095 -0.04060935974121094 -0.3129967153072357 -0.04139748215675354 -0.3131151795387268 -0.05561003088951111 -0.18468409776687622 -0.0750398337841034 -0.2892512083053589 -0.07430610060691833 -0.3182787299156189 -0.07151633501052856 -0.3248980641365051 -0.09007573127746582 -0.1598222851753235 -0.10535109043121338 -0.2564076781272888 -0.0977800190448761 -0.2884737253189087 -0.09048295021057129 -0.30016010999679565 -0.1115492582321167 -0.13474881649017334 -0.12132999300956726 -0.21877282857894897 -0.11467960476875305 -0.2548562288284302 -0.10760533809661865 -0.2755182385444641,EAT
0.0 0.0 0.03289520740509033 -0.0968930721282959 0.024357378482818604 -0.18472450971603394 -0.009276717901229858 -0.2313072681427002 -0.04118254780769348 -0.23768478631973267 -0.013338834047317505 -0.19975554943084717 -0.036777108907699585 -0.2989600896835327 -0.04085177183151245 -0.33090561628341675 -0.042151689529418945 -0.34607887268066406 -0.0599210262298584 -0.17943793535232544 -0.08003970980644226 -0.29427528381347656 -0.07548776268959045 -0.3309158980846405 -0.06796365976333618 -0.3430192768573761 -0.09435707330703735 -0.15481126308441162 -0.11188176274299622 -0.26333779096603394 -0.10180667042732239 -0.3041198253631592 -0.09136119484901428 -0.3223154544830322 -0.11359110474586487 -0.13257980346679688 -0.11634477972984314 -0.2198684811592102 -0.10418200492858887 -0.25433486700057983 -0.09364822506904602 -0.273415207862854,EAT
0.0 0.0 0.03287315368652344 -0.09274047613143921 0.02534496784210205 -0.18986839056015015 -0.009912073612213135 -0.24794518947601318 -0.043088704347610474 -0.26217126846313477 -0.024668753147125244 -0.19780659675598145 -0.04623842239379883 -0.2983132600784302 -0.05171167850494385 -0.3393314480781555 -0.05552250146865845 -0.3666272461414337 -0.07052639126777649 -0.1747516393661499 -0.09003579616546631 -0.2955811619758606 -0.08552426099777222 -0.3402758240699768 -0.07691538333892822 -0.360365629196167 -0.10229170322418213 -0.15072757005691528 -0.11762571334838867 -0.2655019760131836 -0.106606125831604 -0.31345003843307495 -0.09422865509986877 -0.3370152711868286 -0.11945414543151855 -0.13128280639648438 -0.12496399879455566 -0.22702795267105103 -0.11482951045036316 -0.26712673902511597 -0.1043267548084259 -0.29166823625564575,EAT
0.0 0.0 0.03064289689064026 -0.09373891353607178 0.023233890533447266 -0.19170516729354858 -0.01101258397102356 -0.256791353225708 -0.04462781548500061 -0.28456413745880127 -0.030034810304641724 -0.18707406520843506 -0.05446064472198486 -0.3025394678115845 -0.06086045503616333 -0.3529666066169739 -0.06507021188735962 -0.3860703110694885 -0.07561197876930237 -0.16241079568862915 -0.09872910380363464 -0.2996631860733032 -0.09473064541816711 -0.35445910692214966 -0.08561491966247559 -0.3803635239601135 -0.10807731747627258 -0.14107561111450195 -0.12635862827301025 -0.26975470781326294 -0.11567991971969604 -0.32198333740234375 -0.10262525081634521 -0.3474564552307129 -0.1260533332824707 -0.12399041652679443 -0.13744857907295227 -0.2275470495223999 -0.12909463047981262 -0.27099359035491943 -0.1189490556716919 -0.29625821113586426,EAT
0.0 0.0 0.028473466634750366 -0.08897173404693604 0.02189493179321289 -0.18054211139678955 -0.0070937275886535645 -0.24592196941375732 -0.0405503511428833 -0.27258700132369995 -0.02936762571334839 -0.1760728359222412 -0.0641869306564331 -0.2961268424987793 -0.07358965277671814 -0.3530682325363159 -0.07960429787635803 -0.39243704080581665 -0.07464081048965454 -0.14997023344039917 -0.1109740138053894 -0.2921878695487976 -0.11040651798248291 -0.35470014810562134 -0.10153138637542725 -0.38804829120635986 -0.10914492607116699 -0.12700897455215454 -0.13898777961730957 -0.26031696796417236 -0.13144981861114502 -0.3178335428237915 -0.11864316463470459 -0.3492330312728882 -0.12957963347434998 -0.10749983787536621 -0.15266859531402588 -0.21342980861663818 -0.14765505492687225 -0.26214903593063354 -0.13700729608535767 -0.29210132360458374,EAT
0.0 0.0 0.0261441171169281 -0.09058833122253418 0.015226960182189941 -0.18480396270751953 -0.014912724494934082 -0.2545461058616638 -0.05110567808151245 -0.27788954973220825 -0.03564724326133728 -0.17210781574249268 -0.07819899916648865 -0.3004710078239441 -0.08481884002685547 -0.3632100820541382 -0.08797198534011841 -0.4055211544036865 -0.07791724801063538 -0.1465895175933838 -0.11848792433738708 -0.2946646809577942 -0.11940684914588928 -0.3641321659088135 -0.11274152994155884 -0.4025190472602844 -0.1129070520401001 -0.1252489686012268 -0.14513686299324036 -0.26361578702926636 -0.1408422589302063 -0.3310876488685608 -0.1317613124847412 -0.36922937631607056 -0.13553151488304138 -0.10809040069580078 -0.16453203558921814 -0.2195873260498047 -0.15942645072937012 -0.2709026336669922 -0.14834429323673248 -0.30133581161499023,EAT
0.0 0.0 0.028687268495559692 -0.08859199285507202 0.018718868494033813 -0.18393784761428833 -0.01230958104133606 -0.2565942406654358 -0.04952806234359741 -0.28307944536209106 -0.03181511163711548 -0.1663426160812378 -0.08001825213432312 -0.2978801727294922 -0.08865752816200256 -0.36369627714157104 -0.09251418709754944 -0.40849947929382324 -0.07570767402648926 -0.13879042863845825 -0.12448188662528992 -0.29085224866867065 -0.1256880760192871 -0.36558955907821655 -0.11751708388328552 -0.4075050950050354 -0.11221197247505188 -0.11648738384246826 -0.15300440788269043 -0.25990426540374756 -0.14741185307502747 -0.32625848054885864 -0.13650578260421753 -0.36307114362716675 -0.13572022318840027 -0.09967225790023804 -0.16463524103164673 -0.2140636444091797 -0.1585846245288849 -0.26484936475753784 -0.14780384302139282 -0.29247480630874634,EAT
0.0 0.0 0.03065231442451477 -0.09281784296035767 0.024070054292678833 -0.18902838230133057 -0.008824169635772705 -0.2567673325538635 -0.04535764455795288 -0.2826334238052368 -0.026165515184402466 -0.17473119497299194 -0.06361272931098938 -0.2981347441673279 -0.07398080825805664 -0.3575286865234375 -0.08036011457443237 -0.39851224422454834 -0.07305848598480225 -0.145014226436615 -0.11168110370635986 -0.28837674856185913 -0.11394467949867249 -0.35624200105667114 -0.10784876346588135 -0.3943626880645752 -0.10915416479110718 -0.12156444787979126 -0.14436963200569153 -0.2580122947692871 -0.1386355459690094 -0.3213762640953064 -0.1267133355140686 -0.3575734496116638 -0.13092482089996338 -0.105671226978302 -0.15542908012866974 -0.2147895097732544 -0.14891748130321503 -0.2657620906829834 -0.1373668611049652 -0.2962682843208313,EAT
0.0 0.0 0.02983379364013672 -0.10317659378051758 0.01990649104118347 -0.19575494527816772 -0.010968267917633057 -0.24876421689987183 -0.044246554374694824 -0.25529879331588745 -0.010773032903671265 -0.21200597286224365 -0.04079970717430115 -0.31437623500823975 -0.052787572145462036 -0.3542255163192749 -0.06035721302032471 -0.3786499500274658 -0.058389872312545776 -0.19105350971221924 -0.0866069495677948 -0.3123825788497925 -0.09023714065551758 -0.35771644115448 -0.08740860223770142 -0.3776858448982239 -0.09687021374702454 -0.1655210256576538 -0.11840978264808655 -0.2810184955596924 -0.1146894097328186 -0.3255521059036255 -0.10771402716636658 -0.3464762568473816 -0.12183719873428345 -0.141729474067688 -0.1321212351322174 -0.23866403102874756 -0.12598079442977905 -0.27823376655578613 -0.11891278624534607 -0.30302274227142334,EAT
0.0 0.0 0.02877342700958252 -0.10510873794555664 0.019665837287902832 -0.1942334771156311 -0.018879562616348267 -0.2399006485939026 -0.05608674883842468 -0.24050652980804443 -0.0024941861629486084 -0.21092617511749268 -0.03062528371810913 -0.30661869049072266 -0.044849693775177 -0.34277671575546265 -0.05482858419418335 -0.36383992433547974 -0.05074378848075867 -0.1932496428489685 -0.07476770877838135 -0.30532121658325195 -0.08116209506988525 -0.3483714461326599 -0.08234438300132751 -0.36751213669776917 -0.09021085500717163 -0.16858774423599243 -0.11111226677894592 -0.2743794322013855 -0.10821613669395447 -0.31597477197647095 -0.10161885619163513 -0.3358668088912964 -0.11713242530822754 -0.14410513639450073 -0.1286221146583557 -0.23541522026062012 -0.12381106615066528 -0.27634763717651367 -0.11638873815536499 -0.3041076064109802,EAT
0.0 0.0 0.03383916616439819 -0.0980907678604126 0.025352805852890015 -0.18020212650299072 -0.007248371839523315 -0.22867333889007568 -0.03914633393287659 -0.2419258952140808 0.001860499382019043 -0.20231300592422485 -0.028964966535568237 -0.2996578812599182 -0.03909304738044739 -0.32995861768722534 -0.045418351888656616 -0.34150320291519165 -0.04740360379219055 -0.1842995285987854 -0.07373949885368347 -0.2961358428001404 -0.07351794838905334 -0.33015912771224976 -0.07080543041229248 -0.3397408127784729 -0.08661609888076782 -0.15940219163894653 -0.10855826735496521 -0.2625359296798706 -0.09977367520332336 -0.29642075300216675 -0.09061288833618164 -0.3061174750328064 -0.1118251383304596 -0.13310694694519043 -0.12001511454582214 -0.2121475338935852 -0.11011582612991333 -0.2432478666305542 -0.10103607177734375 -0.2579537630081177,EAT
0.0 0.0 0.03409397602081299 -0.09569871425628662 0.028807997703552246 -0.17548197507858276 -0.002865344285964966 -0.22612905502319336 -0.03549197316169739 -0.23842233419418335 0.0026004910469055176 -0.2043062448501587 -0.03051111102104187 -0.298475980758667 -0.04032868146896362 -0.3221343159675598 -0.04555535316467285 -0.3275286853313446 -0.04470899701118469 -0.18584704399108887 -0.07188066840171814 -0.29040247201919556 -0.0726560652256012 -0.3178028464317322 -0.07075279951095581 -0.32435154914855957 -0.08299905061721802 -0.16109877824783325 -0.10035908222198486 -0.2589187026023865 -0.09378588199615479 -0.2893150746822357 -0.0876600444316864 -0.29912257194519043 -0.10770988464355469 -0.13505756855010986 -0.10952648520469666 -0.21061784029006958 -0.09894886612892151 -0.2346937656402588 -0.09085199236869812 -0.24369293451309204,EAT
0.0 0.0 0.029027879238128662 -0.09393566846847534 0.020397961139678955 -0.16952472925186157 -0.012515783309936523 -0.21526747941970825 -0.04649728536605835 -0.22163254022598267 0.00391465425491333 -0.1994604468345642 -0.03519353270530701 -0.2819768786430359 -0.04704320430755615 -0.29741543531417847 -0.05320543050765991 -0.29675182700157166 -0.03952062129974365 -0.18214672803878784 -0.07240751385688782 -0.28126487135887146 -0.0701688826084137 -0.2850925624370575 -0.06665793061256409 -0.27148422598838806 -0.07536053657531738 -0.15589380264282227 -0.09935280680656433 -0.24616768956184387 -0.08895480632781982 -0.2491072416305542 -0.08195453882217407 -0.2370467185974121 -0.10056799650192261 -0.1253969669342041 -0.10026642680168152 -0.19281548261642456 -0.08393624424934387 -0.19800692796707153 -0.07356712222099304 -0.19078320264816284,EAT
0.0 0.0 0.030207842588424683 -0.0836327075958252 0.02386835217475891 -0.16242057085037231 -0.004861027002334595 -0.21665191650390625 -0.037487924098968506 -0.226468026638031 0.002295583486557007 -0.2003447413444519 -0.03520190715789795 -0.27922090888023376 -0.04648914933204651 -0.28227508068084717 -0.04956790804862976 -0.27261513471603394 -0.03667953610420227 -0.18541985750198364 -0.06997528672218323 -0.28306594491004944 -0.06821867823600769 -0.27490556240081787 -0.0628490149974823 -0.25354790687561035 -0.06900638341903687 -0.16072607040405273 -0.09411570429801941 -0.2518857717514038 -0.08453100919723511 -0.2430015206336975 -0.07619026303291321 -0.2223702073097229 -0.0931738018989563 -0.12912517786026 -0.10157856345176697 -0.1973685622215271 -0.08858299255371094 -0.19308829307556152 -0.07867637276649475 -0.1771540641784668,EAT
0.0 0.0 0.02914273738861084 -0.09558099508285522 0.020836085081100464 -0.16991853713989258 -0.011996418237686157 -0.21570885181427002 -0.04644197225570679 -0.22062218189239502 0.006435126066207886 -0.20355099439620972 -0.03435051441192627 -0.28035303950309753 -0.04559493064880371 -0.2789819836616516 -0.04941895604133606 -0.26713451743125916 -0.03552231192588806 -0.18957817554473877 -0.0720425546169281 -0.28541120886802673 -0.06867095828056335 -0.2736142575740814 -0.06271830201148987 -0.24931678175926208 -0.07023528218269348 -0.16512364149093628 -0.09743133187294006 -0.2560632824897766 -0.08670878410339355 -0.24633899331092834 -0.07881361246109009 -0.22545170783996582 -0.0947103500366211 -0.1358378529548645 -0.09638610482215881 -0.20554673671722412 -0.08135455846786499 -0.20142638683319092 -0.07222869992256165 -0.18644928932189941,EAT
0.0 0.0 0.030897945165634155 -0.09259402751922607 0.022834569215774536 -0.16987669467926025 -0.014175385236740112 -0.21535086631774902 -0.051809608936309814 -0.21848684549331665 0.008056402206420898 -0.19963622093200684 -0.03387570381164551 -0.28173378109931946 -0.04520776867866516 -0.2809516191482544 -0.04918152093887329 -0.2694869637489319 -0.034498125314712524 -0.18446415662765503 -0.07106703519821167 -0.2848462760448456 -0.06751346588134766 -0.27218538522720337 -0.06166812777519226 -0.2472173571586609 -0.07047948241233826 -0.1604318618774414 -0.09837403893470764 -0.25407785177230835 -0.08599430322647095 -0.2438563108444214 -0.07740887999534607 -0.2231866717338562 -0.09637552499771118 -0.132010817527771 -0.09752589464187622 -0.19960451126098633 -0.08129748702049255 -0.19445466995239258 -0.07218825817108154 -0.18058550357818604,EAT
0.0 0.0 0.027291148900985718 -0.09726393222808838 0.01630425453186035 -0.1761276125907898 -0.019877761602401733 -0.22250860929489136 -0.057704925537109375 -0.22806650400161743 0.008146226406097412 -0.20540833473205566 -0.039797574281692505 -0.28571638464927673 -0.055410683155059814 -0.2935183048248291 -0.0627204179763794 -0.28837722539901733 -0.034401267766952515 -0.18915313482284546 -0.0756036639213562 -0.28851503133773804 -0.0737963318824768 -0.2803788483142853 -0.0683508813381195 -0.25798603892326355 -0.07155022025108337 -0.16393709182739258 -0.10273557901382446 -0.25931280851364136 -0.09262752532958984 -0.2521854043006897 -0.08446329832077026 -0.2319381833076477 -0.09875085949897766 -0.13361883163452148 -0.10226580500602722 -0.2057960033416748 -0.08733552694320679 -0.20383447408676147 -0.07854703068733215 -0.190352201461792,EAT
0.0 0.0 0.029142290353775024 -0.09860098361968994 0.019511103630065918 -0.17823392152786255 -0.014470875263214111 -0.22409391403198242 -0.04995310306549072 -0.2341594099998474 0.008850634098052979 -0.20245099067687988 -0.02996191382408142 -0.28860557079315186 -0.046649783849716187 -0.3110395073890686 -0.057605862617492676 -0.31710222363471985 -0.03782615065574646 -0.18575245141983032 -0.07313671708106995 -0.2868857979774475 -0.0788729190826416 -0.3075929582118988 -0.07997247576713562 -0.3110080063343048 -0.07801231741905212 -0.16147029399871826 -0.10461616516113281 -0.2579869031906128 -0.10003796219825745 -0.2802753448486328 -0.09487810730934143 -0.2849501967430115 -0.10667836666107178 -0.13441890478134155 -0.10709136724472046 -0.20845860242843628 -0.09378376603126526 -0.22927004098892212 -0.0843096673488617 -0.2362319827079773,EAT
0.0 0.0 0.031281888484954834 -0.09531897306442261 0.026638388633728027 -0.1756933331489563 -0.0036431849002838135 -0.22466570138931274 -0.03798040747642517 -0.2364344596862793 0.009700596332550049 -0.20449501276016235 -0.028750330209732056 -0.28665488958358765 -0.04571869969367981 -0.31071531772613525 -0.05565360188484192 -0.3167368173599243 -0.03608614206314087 -0.18649518489837646 -0.07121062278747559 -0.2844489812850952 -0.07907229661941528 -0.3104780316352844 -0.0808137059211731 -0.3165048062801361 -0.07573676109313965 -0.16060984134674072 -0.10307741165161133 -0.2529062032699585 -0.10206452012062073 -0.2806592583656311 -0.09790351986885071 -0.2894188165664673 -0.10459810495376587 -0.13123154640197754 -0.11130362749099731 -0.20499515533447266 -0.10530507564544678 -0.23370707035064697 -0.09913748502731323 -0.250105619430542,EAT
0.0 0.0 0.029154449701309204 -0.10061615705490112 0.022120624780654907 -0.18302243947982788 -0.010841816663742065 -0.22911202907562256 -0.044881999492645264 -0.24115151166915894 0.006531625986099243 -0.20484566688537598 -0.028268635272979736 -0.2876902222633362 -0.04609885811805725 -0.3191130757331848 -0.05802887678146362 -0.3357156813144684 -0.040324777364730835 -0.1859533190727234 -0.07250019907951355 -0.2839575409889221 -0.08209675550460815 -0.31967175006866455 -0.08452993631362915 -0.33632293343544006 -0.08036118745803833 -0.16083765029907227 -0.10551348328590393 -0.25412994623184204 -0.10654148459434509 -0.29138636589050293 -0.10286471247673035 -0.3122209906578064 -0.10911020636558533 -0.13423407077789307 -0.11888641119003296 -0.215828537940979 -0.11598438024520874 -0.2527416944503784 -0.1106528639793396 -0.27935701608657837,EAT
0.0 0.0 0.029095977544784546 -0.10206794738769531 0.018689095973968506 -0.1844702959060669 -0.017287760972976685 -0.229015052318573 -0.052430927753448486 -0.23952758312225342 0.005284726619720459 -0.20361971855163574 -0.029415875673294067 -0.2879120111465454 -0.04799473285675049 -0.3220444321632385 -0.06060704588890076 -0.34207719564437866 -0.04311838746070862 -0.18377584218978882 -0.07484245300292969 -0.28337007761001587 -0.08440741896629333 -0.3228573203086853 -0.08709472417831421 -0.34289664030075073 -0.08426102995872498 -0.15790951251983643 -0.11058253049850464 -0.2547365427017212 -0.1115770936012268 -0.29551851749420166 -0.10823953151702881 -0.31921273469924927 -0.11249527335166931 -0.13215887546539307 -0.11950266361236572 -0.2145242691040039 -0.11498963832855225 -0.2535339593887329 -0.10936716198921204 -0.28264033794403076,EAT
